Latitude,Longitude
51.9120129522,-8.4300330505
51.8978581009,-8.4700078579
51.908196878,-8.446009382
51.8912464304,-8.4737590346
51.9043256413,-8.4841252663
51.8902799834,-8.4155332149
51.9151118803,-8.4771346292
51.8804954499,-8.4765358907
51.8930074476,-8.4738792259
51.8769934703,-8.4735512021
51.9000408159,-8.4944377143
51.8868944886,-8.4096344078
51.8925940154,-8.4978421693
51.8839043863,-8.4736237879
51.8852869345,-8.4093002893
51.8941701195,-8.4309086539
51.9207921731,-8.4901743304
51.895235898,-8.4739752904
51.8823255307,-8.4817687455
51.881691977,-8.4784509336
51.9159032421,-8.4566076899
51.8942959801,-8.4477601998
51.8938366041,-8.524220664
51.9043062943,-8.4866386456
51.8922945237,-8.4878017149
51.8952324565,-8.4128333794
51.881464913,-8.4494044544
51.8814493439,-8.5105420772
51.8897929103,-8.4134807426
51.9126821653,-8.4434525547
51.8955941407,-8.4874887914
51.8967554074,-8.416769605
51.9015157892,-8.4722834014
51.8899186932,-8.4572449535
51.889337031,-8.4634991423
51.8871775208,-8.4572607205
51.8956300881,-8.4874891803
51.8966126133,-8.419019953
51.8762927544,-8.4801360946
51.9093182285,-8.4536056702
51.8927661159,-8.4975245051
51.8978100875,-8.4774743922
51.9199065014,-8.464787565
51.892015872,-8.4899775159
51.9040261123,-8.4826545868
51.8809499028,-8.5075739564
51.8790647823,-8.4879199688
51.8996006947,-8.4400114461
51.8918549406,-8.4832505096
51.8917650721,-8.4832495461
51.8895386308,-8.4602186479
51.8848463574,-8.4581520327
51.9010153721,-8.4956397333
51.8831316792,-8.4690846272
51.8983157002,-8.4277667849
51.8979270345,-8.4774465767
51.8777682498,-8.475316361
51.8939256632,-8.4974792012
51.8975532829,-8.4720675441
51.8881319334,-8.4402916408
51.883798704,-8.4730853344
51.8944034867,-8.4430983594
51.8894139097,-8.4823964369
51.8927586537,-8.4686764178
51.8860657491,-8.4519193146
51.8853966799,-8.5264317287
51.9140630391,-8.4786930324
51.8931829871,-8.461359822
51.9046433651,-8.4855380435
51.8737316873,-8.5382451762
51.8994656076,-8.4747897565
51.8932416506,-8.4141515175
51.8911360276,-8.4961992467
51.9213939821,-8.479337833
51.9023685045,-8.468049938
51.8963877159,-8.4600125808
51.8978628456,-8.4262516466
51.8816649573,-8.478465169
51.8821214519,-8.4445460485
51.886564219,-8.4847623507
51.8784288791,-8.4513200173
51.8964307045,-8.439341312
51.8943254014,-8.4985876045
51.8850498042,-8.4496725602
51.8813765907,-8.5128066901
51.9122024296,-8.4743136722
51.8984466477,-8.4711616699
51.8878282901,-8.4421768047
51.8912461026,-8.4760685365
51.8807254027,-8.4429639314
51.8868523183,-8.5101675508
51.8910493196,-8.4165425395
51.9051338423,-8.4993465221
51.9050726085,-8.4591858905
51.892433572,-8.5038685153
51.8880714784,-8.5004210975
51.9208460334,-8.4901894515
51.8948250804,-8.4887297386
51.8957110942,-8.5066216422
51.9194993428,-8.4677483589
51.8921937096,-8.48610114
51.9042556367,-8.4966197911
51.8944938036,-8.4948852743
51.8942048148,-8.4620530109
51.8958839075,-8.4316659008
51.8958569467,-8.4316656426
51.8972216615,-8.4872884907
51.8879846463,-8.4436162268
51.8869407867,-8.4557333207
51.8832134867,-8.4688531167
51.8809684141,-8.4499803805
51.8940721846,-8.4522320121
51.890117478,-8.4883155733
51.8951523349,-8.4656362308
51.9012543445,-8.4900779751
51.887459099,-8.4202855893
51.8777292659,-8.5247013588
51.9026642082,-8.4660044396
51.8870416751,-8.4822984321
51.9043445856,-8.4522334149
51.8931325365,-8.4464703719
51.8797331923,-8.5020856561
51.8805732673,-8.4499038284
51.8965897928,-8.4702851678
51.8975108573,-8.4691907125
51.8797043533,-8.4444205682
51.908258025,-8.4718309841
51.8880184212,-8.4489323936
51.8839943626,-8.4691081258
51.8839224675,-8.4691073778
51.8939840356,-8.4126040527
51.8977651807,-8.5012551047
51.8976688305,-8.4723883542
51.8858052304,-8.4542259281
51.9079669658,-8.4520954141
51.9024786643,-8.4719738609
51.9079341661,-8.446558942
51.8833176026,-8.4490598558
51.9031167559,-8.4466274231
51.8854875771,-8.4710262202
51.878394975,-8.4868962474
51.8827165957,-8.4806401733
51.8850335559,-8.458546061
51.8849617172,-8.4585308071
51.9058214484,-8.4809738243
51.8968935183,-8.4055269979
51.8923657155,-8.4680477332
51.8776327686,-8.4993613977
51.9141929715,-8.4286296751
51.87720076,-8.5303292385
51.916407195,-8.4517732127
51.8853230668,-8.5308169086
51.8985457357,-8.4711045958
51.8986041679,-8.4766837905
51.8872863275,-8.5095624573
51.8819478863,-8.5136990427
51.8961338242,-8.4719364605
51.8917984377,-8.4614909031
51.8842311383,-8.5031813982
51.8877234272,-8.4826107314
51.9076188435,-8.4249054438
51.885646874,-8.4366946209
51.8991973486,-8.4744527915
51.8779140167,-8.5215524687
51.8851499747,-8.4563397158
51.9055424678,-8.4854460252
51.9015631109,-8.4716882283
51.8910163628,-8.5094884238
51.8863956664,-8.3951788969
51.8902594409,-8.4409515161
51.8866086045,-8.431794934
51.881326497,-8.4408496276
51.8788714829,-8.5285337331
51.8778765019,-8.4381440593
51.8890289302,-8.5014048674
51.8796896177,-8.5163162264
51.8902561605,-8.4489546808
51.8888106789,-8.4977713352
51.8950778324,-8.4430178312
51.90514408,-8.4926484525
51.8903649846,-8.5042230391
51.8801124784,-8.4756750687
51.8843294601,-8.4883690634
51.8846293431,-8.48973748
51.9047995613,-8.4460483947
51.8889390127,-8.4479103271
51.8938606333,-8.4416694724
51.901135061,-8.466337305
51.886427003,-8.4675794104
51.8830994206,-8.4401989257
51.8980810475,-8.4771431333
51.8880678602,-8.4752651895
51.8861390242,-8.4854403854
51.8974638801,-8.4719503899
51.9169642278,-8.481310833
51.9118967665,-8.4249022061
51.9045762473,-8.4385053873
51.9017258122,-8.4692055468
51.9030488477,-8.4687253395
51.8860838393,-8.511219073
51.882381604,-8.3942142856
51.8882798411,-8.4979107158
51.9112794002,-8.4976272585
51.8865834982,-8.4800568817
51.9004376903,-8.4788678828
51.8978731722,-8.4774314787
51.8870032998,-8.4650291956
51.8759095955,-8.5236347275
51.8802543833,-8.5207227597
51.8958590781,-8.4596004378
51.89225094,-8.4147524843
51.8766223567,-8.5209857513
51.8954949368,-8.4676299089
51.8809945508,-8.479779547
51.9120796248,-8.4363405269
51.9066827868,-8.4588099892
51.9021663542,-8.4530978015
51.8800559582,-8.5147520876
51.8968414767,-8.4634746359
51.9030944795,-8.4884562123
51.8981488091,-8.4692264097
51.9026666037,-8.4876088985
51.9027556917,-8.4942641028
51.887551045,-8.4222181354
51.8837579996,-8.4652571311
51.8988054806,-8.4645408254
51.9056709851,-8.4804055539
51.8992636964,-8.4713590743
51.903777103,-8.490715645
51.8989677026,-8.4644262765
51.889821241,-8.5094458657
51.8912620779,-8.4561401421
51.8896482067,-8.4844323995
51.9027227227,-8.4827132682
51.8919085103,-8.4876958593
51.8968459309,-8.4623415765
51.9022207802,-8.4712883092
51.8805357483,-8.4432089376
51.888323134,-8.4148615858
51.8964249718,-8.3953104221
51.8864097505,-8.4696561105
51.8998651885,-8.4782080398
51.8867677569,-8.3914059935
51.8859094957,-8.4711468162
51.8869943495,-8.4717972025
51.9046128836,-8.4407287549
51.8868807256,-8.5098338248
51.9042656037,-8.4963874306
51.9186804139,-8.4747597914
51.9013679157,-8.5098960375
51.9068756313,-8.4847048195
51.9004401976,-8.4934977662
51.8845227831,-8.5309091474
51.8936755519,-8.4571959119
51.8973800208,-8.485939176
51.8976659806,-8.4863344959
51.9072403687,-8.4587139559
51.8934410011,-8.4777912512
51.8837551712,-8.402620442
51.9150806195,-8.4692574795
51.87940075,-8.5186508636
51.8966249552,-8.4727260578
51.8926990021,-8.4201891943
51.8872190995,-8.4558087538
51.8914995678,-8.4433748412
51.9198105873,-8.4949454658
51.8883824412,-8.5259872948
51.8928957246,-8.5113253858
51.8859578132,-8.4328053433
51.8963690057,-8.4804516531
51.8944959052,-8.4986475958
51.8948084721,-8.4357229694
51.8961423775,-8.4809286204
51.9122309642,-8.4269252979
51.9091616736,-8.488260445
51.9097607089,-8.4388174189
51.8862726054,-8.4542161137
51.8881475915,-8.5140456499
51.8909601793,-8.4711850836
51.9054129194,-8.459494484
51.877074696,-8.5182756157
51.9123835509,-8.4343525891
51.8915979364,-8.4845550319
51.8890998458,-8.4505118085
51.8881104756,-8.4363989553
51.9097225256,-8.453638804
51.9028763061,-8.4736633834
51.8876172702,-8.5161165404
51.9050853582,-8.4807625503
51.8800537307,-8.4423329054
51.9090668434,-8.4464829856
51.9106645357,-8.4398579565
51.9006145899,-8.5053547058
51.8964546671,-8.4612771013
51.9067362551,-8.4589267752
51.8978367536,-8.4775473114
51.9014994091,-8.4851554786
51.8895059846,-8.4948595606
51.8854330947,-8.4528424643
51.8949289606,-8.4491029144
51.8820136684,-8.4833047685
51.8921829542,-8.5160816675
51.8969232732,-8.4632430449
51.8910168877,-8.4497901891
51.9035640836,-8.4879091953
51.8870542962,-8.4680361558
51.8829716272,-8.3924622234
51.8954779335,-8.4094509476
51.8934435748,-8.5030663558
51.91319875,-8.4723913733
51.8931717224,-8.4619407389
51.9057349269,-8.4214586324
51.8844383267,-8.4590773575
51.9064240161,-8.4560175791
51.8971362148,-8.4729783815
51.9068905895,-8.4832519566
51.8909543084,-8.4077394697
51.8950748633,-8.4461845596
51.8847825151,-8.4537508847
51.8999259308,-8.4720633453
51.8972584261,-8.4318098116
51.8923966734,-8.4977528361
51.8857493174,-8.4796558664
51.9049996936,-8.4594466804
51.8828605967,-8.451059406
51.8863939524,-8.5384253908
51.8964290929,-8.4855221697
51.8973854024,-8.4363725536
51.9203053031,-8.4639341428
51.8900841146,-8.4150085167
51.893419573,-8.4697146288
51.8769550098,-8.4741751835
51.9102983897,-8.4740029947
51.897684673,-8.4684225773
51.898222911,-8.45955191
51.893739854,-8.4838372343
51.8896376569,-8.460176085
51.8856094783,-8.453715638
51.896883179,-8.4665693164
51.9073665659,-8.4539783374
51.908223725,-8.4577504158
51.8876825972,-8.5317306605
51.8886797882,-8.4750683002
51.9128074945,-8.4265529279
51.9128882713,-8.4265827572
51.8844533178,-8.5323606325
51.8982045239,-8.4687766396
51.912163247,-8.423277146
51.8880967169,-8.4680615032
51.901672817,-8.4689725381
51.9168427958,-8.4506730419
51.8970793084,-8.4998092942
51.8873035892,-8.4358682835
51.8792263059,-8.4814306848
51.9015758565,-8.4862314126
51.8985917976,-8.4108012471
51.898094474,-8.4193097527
51.907855044,-8.4759389072
51.8743990504,-8.5397051204
51.8942990991,-8.5047609433
51.9043422288,-8.4433995162
51.8910030733,-8.3934036571
51.8881676814,-8.4181571423
51.8876486987,-8.4744619486
51.9047142811,-8.4747578929
51.8762734254,-8.4956436489
51.9018724062,-8.4729990417
51.8839250227,-8.4405264887
51.895148163,-8.4756739621
51.8870526366,-8.475181867
51.912861238,-8.4388330959
51.8996091071,-8.4770866747
51.905988616,-8.4233934852
51.893395831,-8.4778488759
51.8885255468,-8.4135272143
51.9022835137,-8.4713325517
51.8900434444,-8.4213990446
51.8817017308,-8.4782622496
51.9068774564,-8.4455604118
51.8932569867,-8.4608231237
51.8827996698,-8.4801037275
51.9037210854,-8.4890587039
51.9019638587,-8.4792763769
51.9159472059,-8.4727980661
51.904371152,-8.4883392892
51.9043923164,-8.4875694586
51.8841044572,-8.486275329
51.9061867955,-8.4728699804
51.8791854278,-8.5019779078
51.8953410652,-8.4878346903
51.8890464911,-8.4755078994
51.8993232199,-8.4654323582
51.9014544114,-8.4763652612
51.8829548121,-8.4546038409
51.8886857293,-8.4996871732
51.8862239701,-8.3981256701
51.8870918511,-8.5004247466
51.9072385362,-8.4475110479
51.8859495648,-8.4701160678
51.886012299,-8.4701602925
51.8860574074,-8.4701171924
51.8828146486,-8.4697057951
51.9079609643,-8.4418367739
51.8889808616,-8.446356627
51.887958479,-8.4163251644
51.9091910799,-8.4250510536
51.8837647052,-8.4472925314
51.884958634,-8.5177998396
51.8957079744,-8.5052561025
51.8839794246,-8.4569087812
51.9051855149,-8.455569152
51.8916179106,-8.4905832531
51.8767338583,-8.5201593687
51.8867266611,-8.4889469347
51.8941108897,-8.4396382712
51.902140131,-8.4712293508
51.9020605528,-8.4820087972
51.8875633522,-8.5057602954
51.892402385,-8.4856240469
51.8885708082,-8.4525399257
51.8901453532,-8.4815472993
51.8963711193,-8.4360286149
51.8860310437,-8.4348829057
51.8873116075,-8.4312497595
51.9124330342,-8.433117846
51.8960055148,-8.468056482
51.8893580341,-8.5064049894
51.8909377072,-8.4251403478
51.9051354265,-8.4306648194
51.8859766894,-8.4984807416
51.8919339728,-8.4520362529
51.8925381802,-8.4831997329
51.8944941859,-8.4638862829
51.921028152,-8.4917757279
51.8987579073,-8.4808693696
51.8857056295,-8.5072353664
51.8985268876,-8.4645379534
51.8934819366,-8.4897029359
51.9031032855,-8.4884998948
51.8901987067,-8.4403699284
51.9024283384,-8.4755474172
51.9053815964,-8.4895707417
51.8994904033,-8.5013324077
51.9055245561,-8.458522127
51.8918667136,-8.4242194871
51.9198821763,-8.4950189249
51.8916711068,-8.438365296
51.8906733547,-8.4709932602
51.8870032782,-8.4718118197
51.9012609572,-8.4863151849
51.8909526833,-8.494919019
51.8853122916,-8.5211587841
51.8857091896,-8.5208293334
51.8766109459,-8.4944566785
51.8785555432,-8.5021596705
51.8863546335,-8.5211998813
51.8885720109,-8.4130919115
51.887084067,-8.4650590765
51.9063861862,-8.4746883323
51.8853939232,-8.4830505394
51.8885804101,-8.418349787
51.9027358199,-8.47059631
51.8875219039,-8.4203152228
51.8973988703,-8.4769325296
51.8861570111,-8.451557141
51.8842724902,-8.4461066889
51.8887343253,-8.4497383638
51.8930753564,-8.4880571043
51.9015264295,-8.485141241
51.8881881509,-8.5088464403
51.8836355363,-8.5100149682
51.8874708991,-8.4245121691
51.8846644482,-8.479019832
51.9086904836,-8.4509111499
51.8957501224,-8.488885037
51.8832629174,-8.4898242958
51.8929432607,-8.4466137541
51.9042525092,-8.4551383654
51.9007532619,-8.4852055574
51.8838565304,-8.4444034058
51.8882789147,-8.44422914
51.887631889,-8.4465901779
51.8966281792,-8.4120617133
51.9098101668,-8.4518814156
51.9183038806,-8.4700468329
51.907682785,-8.4512062027
51.9027407203,-8.5124831916
51.8752032548,-8.495806128
51.908895122,-8.4514508406
51.8869819376,-8.4425896932
51.894937022,-8.4609710399
51.8937878827,-8.4346527048
51.8936347834,-8.4347383839
51.8956741454,-8.5047618178
51.8916587948,-8.4558100747
51.9044967885,-8.4796375006
51.8956752095,-8.5066067121
51.8935885685,-8.4587638308
51.9125869865,-8.4327996214
51.9060880904,-8.4427773818
51.8875893233,-8.4506855244
51.9001993183,-8.4711218846
51.8978638909,-8.477504017
51.9032341064,-8.4894602314
51.9021156035,-8.4817333409
51.8774601637,-8.5123410508
51.8910032631,-8.4439073878
51.8910757606,-8.4437483254
51.8998171809,-8.4609483247
51.8998645021,-8.4603386343
51.890923883,-8.4712718547
51.8918816585,-8.4699891091
51.9024246208,-8.4874464628
51.8950258577,-8.4944553243
51.8906137739,-8.4202423796
51.8879302805,-8.4531725563
51.8920119341,-8.4711234516
51.8895428129,-8.4838357564
51.8785798044,-8.447095888
51.9124159462,-8.4401511692
51.9107603413,-8.4731069043
51.8794497506,-8.4404246804
51.8858167758,-8.478538279
51.9035945538,-8.4782912113
51.8960317561,-8.4280937457
51.8837476456,-8.444678265
51.8795755187,-8.4380298753
51.8967831261,-8.4758510166
51.9055297916,-8.477556208
51.8867789717,-8.4649397391
51.9022207802,-8.4712883092
51.9046887886,-8.429919545
51.8831776955,-8.4887051298
51.8908804223,-8.4950053761
51.8887038016,-8.4387721693
51.8903303424,-8.4713673232
51.9014431279,-8.5112044532
51.8956327616,-8.448369072
51.8991988684,-8.471837812
51.8995125935,-8.4720444871
51.9162965624,-8.4685870867
51.8974075474,-8.4102093651
51.8962746455,-8.4230552573
51.9177789756,-8.4754333734
51.8885686629,-8.516403396
51.8940731845,-8.4472640993
51.9060465941,-8.4808599884
51.8959382986,-8.4062737889
51.9050613072,-8.4574712782
51.9098794864,-8.4382954536
51.8880487327,-8.4665650168
51.8867297867,-8.4682796901
51.9004062473,-8.4865384103
51.9082978258,-8.4430751853
51.9188830642,-8.4757647813
51.8800379503,-8.4873060709
51.9077419119,-8.4474869878
51.897400328,-8.474346708
51.8790843154,-8.5129258344
51.9063718985,-8.462468398
51.9018542419,-8.4797110692
51.9164274528,-8.4511775506
51.8891098617,-8.4928798783
51.891133565,-8.4545120252
51.8888510098,-8.4771761456
51.9044245275,-8.4775154329
51.9017555641,-8.4796664328
51.8868431817,-8.4758622765
51.9204033292,-8.4664205677
51.9013676973,-8.5140802348
51.9021348792,-8.4747742986
51.8994385885,-8.4748039996
51.9113219232,-8.4490338473
51.8770499075,-8.515734219
51.8779924864,-8.486427232
51.8948247083,-8.471181908
51.8753713417,-8.4985667927
51.8890465157,-8.4732711295
51.8806200437,-8.4812567827
51.8963565392,-8.4856811832
51.901770456,-8.5019679783
51.9033043681,-8.4876884464
51.8900165652,-8.4188569585
51.8900937205,-8.4273982556
51.8946895441,-8.4974876333
51.9031471488,-8.5120228853
51.8917558468,-8.4833075486
51.9037703238,-8.4858482776
51.8938968965,-8.4849864782
51.8980783873,-8.4162443285
51.8817508999,-8.5237316067
51.889963099,-8.4688071223
51.9034692689,-8.478159119
51.8908116681,-8.4745969179
51.8989187035,-8.4722271252
51.892184755,-8.4882653429
51.897195753,-8.4826685886
51.8910064284,-8.499219046
51.8921301154,-8.515834129
51.8835558803,-8.3951249594
51.9032440786,-8.482689796
51.8786926586,-8.4778527847
51.8917016596,-8.4201217951
51.8917770864,-8.4412713959
51.9045296531,-8.4737388842
51.8773435444,-8.534527412
51.8875228745,-8.5088970268
51.8969247999,-8.4696640021
51.9025179722,-8.4756064785
51.8909342212,-8.4950350171
51.9273890148,-8.4791981535
51.8922761504,-8.4023043685
51.8892498798,-8.5064763972
51.91928768,-8.4734871818
51.8906897828,-8.49331838
51.8937831342,-8.4057604772
51.8979979438,-8.4709971773
51.8858203392,-8.4407919074
51.8809507187,-8.511538442
51.8995950728,-8.4761131579
51.8824172602,-8.3943017313
51.8924926492,-8.4397822673
51.9117665631,-8.4285920511
51.885193963,-8.5335312399
51.8776968324,-8.5157706593
51.8736600583,-8.5381862432
51.8913836858,-8.4842041228
51.892186259,-8.4724761446
51.9161910317,-8.4680046593
51.886353768,-8.4985720529
51.8846093608,-8.4590064839
51.8817512731,-8.4402148077
51.9043938675,-8.4958076663
51.8912911309,-8.4738176053
51.9198586964,-8.456328044
51.8916730163,-8.4727176949
51.9008058825,-8.4586193886
51.8906141276,-8.5068984265
51.8972196745,-8.4834097279
51.9032698304,-8.4938193419
51.8867201743,-8.4452740111
51.8859648869,-8.4429863654
51.8904937565,-8.4549558466
51.8988942797,-8.4670840799
51.9014790758,-8.490065891
51.9147027089,-8.4693698037
51.880491969,-8.4523571872
51.8971941952,-8.480852683
51.8971410451,-8.4806632637
51.8880669689,-8.4886564648
51.8860890497,-8.406054308
51.8980445709,-8.4750508039
51.88184459,-8.4937298734
51.8885526112,-8.4525978403
51.9129432116,-8.4287776345
51.8887496372,-8.421299803
51.9043933169,-8.4959384252
51.8973616447,-8.4727918945
51.8915554093,-8.4773645545
51.8903823362,-8.5043684824
51.9023102998,-8.4713764182
51.8762444052,-8.5390592663
51.8921799604,-8.5064221693
51.8867592352,-8.4721578354
51.8795960456,-8.4855006362
51.9016157633,-8.4764686669
51.8997479668,-8.4760857176
51.8861435541,-8.5098835822
51.9109595937,-8.4521254521
51.8896625192,-8.5003516126
51.891400398,-8.4410643548
51.902509044,-8.4755918555
51.9013883591,-8.4681850406
51.8826278879,-8.4714610614
51.8926031782,-8.4760683452
51.8995985352,-8.4752560494
51.9071609638,-8.4466384588
51.8972390205,-8.4786740926
51.889164131,-8.5055168144
51.8895923731,-8.4438789683
51.8892480892,-8.3941436145
51.8828228877,-8.4396443723
51.9008124112,-8.5115750329
51.877386962,-8.4806850116
51.8914821245,-8.4664988797
51.8938567127,-8.4450975742
51.8946768345,-8.4654279498
51.8756336303,-8.4808841258
51.9097966112,-8.4436275814
51.9015862827,-8.4520313866
51.9020374317,-8.46313581
51.9056941462,-8.420295865
51.8989937756,-8.4759034169
51.8975258039,-8.4766578559
51.8888747068,-8.4953755101
51.886502532,-8.4112139222
51.9099936185,-8.4760341603
51.904537646,-8.4739859693
51.8961564841,-8.3949739518
51.8931737903,-8.488159851
51.9051307759,-8.4717546412
51.8978060794,-8.4717796463
51.9009162219,-8.484916746
51.9069347352,-8.4746069312
51.9075156936,-8.4431401443
51.8904372342,-8.4532994352
51.9013471353,-8.4717586096
51.8935883987,-8.4588074069
51.8874514055,-8.5190920592
51.9008761113,-8.4902627291
51.88480377,-8.5058745683
51.8964202939,-8.4631652402
51.9102398225,-8.4861650907
51.8891995844,-8.473200114
51.8927820152,-8.5064434598
51.9014164708,-8.4878278248
51.8981530528,-8.4077464958
51.8901924753,-8.4224462254
51.9068493977,-8.4505730562
51.9022241043,-8.4771579505
51.8781698712,-8.5124071981
51.8785083278,-8.4493459461
51.8935632192,-8.4537085496
51.8896158809,-8.4447942529
51.8743541163,-8.5397045827
51.8880589852,-8.5116917219
51.8985927031,-8.4705966224
51.8977265421,-8.4691929582
51.8878894724,-8.4988359478
51.9053129396,-8.4574738335
51.9226189978,-8.4917494987
51.8994280314,-8.4926876498
51.8861759769,-8.4442084172
51.8892626093,-8.4731717265
51.8790942287,-8.4441531722
51.8800577459,-8.4436544079
51.8888933147,-8.4111631102
51.9058190642,-8.4924233556
51.8906690079,-8.4939863033
51.8975182975,-8.4850980885
51.8932859835,-8.4783415901
51.8897942155,-8.5298237778
51.8862167559,-8.5137186376
51.8946005972,-8.4432600863
51.913625629,-8.4932207954
51.8962704641,-8.4759472909
51.8933961149,-8.4973135712
51.8963396486,-8.4721565185
51.8842102732,-8.49751722
51.8779308557,-8.5238324488
51.9046960981,-8.5050517793
51.9115930795,-8.4738713025
51.886225739,-8.4905390956
51.9041274246,-8.4641598193
51.9022894832,-8.4765484354
51.8766218676,-8.4982611669
51.884262953,-8.4462518238
51.8849834297,-8.4867059819
51.8852196171,-8.4569213504
51.8927898426,-8.4538314953
51.9090218303,-8.4807464402
51.8908742834,-8.4746702025
51.8861558968,-8.4518476006
51.8982516666,-8.4704768412
51.9118831439,-8.4754873891
51.8943086794,-8.4607757727
51.9091006524,-8.4201968719
51.896880904,-8.4783361675
51.8943444546,-8.4420664207
51.9120555608,-8.4232325383
51.883960916,-8.4405413623
51.8977984397,-8.4736826428
51.8873036193,-8.4775664357
51.8794275774,-8.5020967746
51.8950449443,-8.5068756293
51.8947981802,-8.4887149206
51.8877318617,-8.489277367
51.8869604959,-8.4823701826
51.8953116575,-8.4133134786
51.8852418649,-8.5187906755
51.8851702977,-8.4367626206
51.8960765938,-8.4354737495
51.8976882745,-8.3964691559
51.8886829726,-8.5024467744
51.8880344197,-8.5006821211
51.8903439869,-8.5028284124
51.9170308114,-8.4715159614
51.8899761238,-8.5047851562
51.8890823333,-8.423757548
51.8988968908,-8.4549389915
51.8988484171,-8.4558537429
51.8938101296,-8.4572553812
51.9063920411,-8.4573104312
51.889964822,-8.4882848699
51.8858366812,-8.4412277702
51.8822108275,-8.4446776301
51.901230692,-8.4671518855
51.8880436685,-8.415105924
51.8942931197,-8.4759845132
51.9008454667,-8.4668427976
51.9023590104,-8.4704325577
51.9092349293,-8.4327528812
51.902182913,-8.4717673607
51.8928726443,-8.4805305865
51.9104935932,-8.4277080554
51.8851206683,-8.4452146432
51.8978979558,-8.4801774079
51.8990466156,-8.4717054684
51.8851019573,-8.5055003104
51.8925868608,-8.455194859
51.8921537405,-8.4870739167
51.8867988342,-8.4757165708
51.8867094348,-8.4755994375
51.8918150933,-8.459530149
51.9138544395,-8.4724854458
51.8980947721,-8.4692549019
51.8980859589,-8.4692112279
51.9018273405,-8.4796962542
51.8869399285,-8.4094895829
51.8870437731,-8.4638822304
51.8844243187,-8.4040496681
51.9155594173,-8.4525494908
51.8893050435,-8.4509060224
51.9124729277,-8.42958695
51.8873950511,-8.4967390262
51.8928130645,-8.42844084
51.8838242053,-8.473448672
51.8871788625,-8.4638110012
51.885104713,-8.465605063
